frame,px,py,pz,qx,qy,qz,qw
1000,12.0915756,3.5048177,-5.9187222,0.0101434,-0.2594804,0.0027255,0.9656913
1010,11.6692095,3.5048177,-5.0145526,0.0146779,-0.2069684,0.0031055,0.9782326
1020,11.2660971,3.5048177,-4.0986190,0.0146825,-0.2055008,0.0030834,0.9785420
1030,10.8630123,3.5048177,-3.1812522,0.0146825,-0.2055008,0.0030834,0.9785420
1040,10.4603729,3.5048177,-2.2648988,0.0146963,-0.2010952,0.0030173,0.9794568
1050,10.1062469,3.5048177,-1.3282303,0.0459542,-0.1507571,0.0070158,0.9874772
1060,9.8350143,3.5048177,-0.3661728,0.0609658,-0.1269136,0.0078155,0.9900076
1070,9.1978989,3.5048177,0.5008315,0.0609774,-0.1254285,0.0077240,0.9901969
1080,8.3285885,3.5048177,1.3408939,0.0673697,-0.0493663,0.0033375,0.9965005
1090,8.2695904,3.5048177,2.3426375,0.0749302,-0.0089738,0.0006743,0.9971482
1100,8.2891283,3.5048177,3.3405378,0.0868821,0.0164376,-0.0014338,0.9960819
1110,8.3287411,3.5048177,4.3405962,0.0928043,0.0373300,-0.0034819,0.9949782
1120,7.8310342,3.5048177,5.4033461,0.0971075,0.0701078,-0.0068575,0.9927779
1130,7.2120528,3.5048177,6.5197911,0.0969422,0.0909392,-0.0088951,0.9910869
1140,7.3781133,3.5048177,7.5058103,0.0881960,0.0656947,-0.0058295,0.9939173
1150,7.3781133,3.5048177,7.5058103,0.0759462,-0.1119337,0.0085801,0.9907721
1160,7.3781133,3.5048177,7.5058103,0.0750899,-0.1858574,0.0142466,0.9795997
1170,7.3781133,3.5048177,7.5058103,0.0695187,-0.3721911,0.0279683,0.9251264
1180,7.3781133,3.5048177,7.5058103,0.0471879,-0.4848486,0.0262094,0.8729309
1190,7.3781133,3.5048177,7.5058103,0.0223533,-0.5607180,0.0151455,0.8275665
1200,6.7260003,3.5048177,7.7661190,0.0223306,-0.5619587,0.0151790,0.8267245
1210,5.7626944,3.5048177,7.8370881,0.0266570,-0.8602030,0.0452059,0.5072443
1220,5.0034175,3.5048177,7.1881499,0.0199613,-0.9189677,0.0469121,0.3910235
1230,4.7147865,3.5048177,6.9103928,0.0199613,-0.9189676,0.0469122,0.3910234
1240,4.7147865,3.5048177,6.9103928,0.0034820,-0.9569375,0.0114882,0.2900459
1250,4.9751244,3.5048177,7.3394504,-0.0085647,-0.9706383,-0.0349536,0.2378366
1260,4.9751244,3.1034572,7.3394504,-0.0219064,-0.9749113,-0.1116194,0.1913356
1270,4.9751244,2.8026767,7.3394504,-0.0209497,-0.9788235,-0.1329454,0.1542443
1280,4.9751244,2.8026767,7.3394504,-0.0195545,-0.9774284,-0.1824058,0.1047836
1290,4.9751244,2.8026767,7.3394504,-0.0053092,-0.9681971,-0.2492809,0.0206209
1300,4.9751244,2.8026767,7.3394504,-0.0668646,0.9262646,0.3141635,0.1971404
1310,4.9751244,2.8026767,7.3394504,-0.1019579,0.8939685,0.3503388,0.2601686
1320,4.9751244,2.8026767,7.3394504,-0.1277134,0.8717518,0.3177180,0.3504188
1330,4.9751244,2.8026767,7.3394504,-0.1264011,0.8684313,0.2844176,0.3859488
1340,4.9751244,2.8026767,7.3394504,-0.1258221,0.8688569,0.2831148,0.3861380
1350,4.9751244,2.8026767,7.3394504,-0.1578801,0.8322372,0.2990818,0.4393236
1360,4.9751244,2.8026767,7.3394504,-0.1968508,0.7901034,0.3220074,0.4830091
1370,4.9751244,2.8026767,7.3394504,-0.2420003,0.7424279,0.3449957,0.5207827
1390,4.9751244,2.8026767,7.3394504,-0.1898850,0.7562530,0.2501944,0.5739580
1400,4.9751244,2.8026767,7.3394504,-0.0418243,0.8026548,0.0566811,0.5922697
1410,4.9751244,2.8026767,7.3394504,0.0209773,0.8120691,-0.0292471,0.5824504
1430,4.9751244,2.8026767,7.3394504,0.0220805,0.8867999,-0.0425992,0.4596560
1440,4.9751244,2.8026767,7.3394504,0.0180872,0.9337249,-0.0476614,0.3543431
1450,4.9751244,2.8026767,7.3394504,0.0153246,0.9633880,-0.0564228,0.2616586
1460,4.9751244,2.8026767,7.3394504,0.0107602,0.9784980,-0.0528905,0.1990693
1470,4.9751244,2.8026767,7.3394504,0.0106809,0.9787955,-0.0529066,0.1976013
1480,4.9751244,2.8026767,7.3394504,0.0059759,0.9748377,-0.0263273,0.2212754
1490,4.9751244,2.8026767,7.3394504,0.0053472,0.9745792,-0.0233947,0.2227544
1500,4.9751244,2.8026767,7.3394504,-0.0014768,0.9692146,0.0058151,0.2461446
1510,4.9751244,2.8026767,7.3394504,-0.0030059,0.9680448,0.0116168,0.2504900
1520,4.9751244,2.8026767,7.3394504,-0.0106870,0.9402006,0.0296259,0.3391622
1530,4.9751244,2.8026767,7.3394504,-0.0227003,0.8405082,0.0353219,0.5401694
1540,4.9751244,2.8026767,7.3394504,-0.0394752,0.7774684,0.0490453,0.6257629
1550,4.9751244,2.8026767,7.3394504,-0.0646852,0.6651573,0.0580152,0.7416306
1560,4.9751244,2.8026767,7.3394504,-0.0712184,0.6075553,0.0548282,0.7891757
1570,4.9751244,2.8026767,7.3394504,-0.0527145,0.6943211,0.0511249,0.7159091
1580,4.9751244,2.8026767,7.3394504,-0.0005596,0.9278433,0.0013921,0.3729672
1590,4.9751244,2.8026767,7.3394504,0.0040008,0.9814643,-0.0206134,0.1904912
1600,4.9751244,2.8026767,7.3394504,0.0038883,0.9847019,-0.0221592,0.1727892
1620,4.9751244,2.8026767,7.3394504,0.0032258,0.9860322,-0.0192297,0.1654095
1630,4.9751244,2.8026767,7.3394504,-0.0019347,0.9964581,0.0239200,0.0805941
1640,4.9751244,2.8026767,7.3394504,-0.0022093,0.9970418,0.0314176,0.0701122
1670,5.1147814,2.8026767,6.3513536,-0.0019990,0.9971316,0.0284266,0.0701186
1680,5.1288929,2.8026767,6.2515116,-0.0002142,0.9993447,0.0059968,0.0356960
1690,5.1288929,2.8026767,6.2515116,-0.0003401,-0.9992453,-0.0089941,0.0377852
1700,5.1288929,2.8026767,6.2515116,-0.0000001,-0.9953672,-0.0000007,0.0961470
1710,5.1288929,2.8026767,6.2515116,-0.0000001,-0.9950743,-0.0000007,0.0991325
1733,5.1288929,2.8026767,6.2515116,-0.0000001,-0.9950743,-0.0000007,0.0991325
