frame,px,py,pz,qx,qy,qz,qw
600,1.0068308,12.1122437,5.9755464,0.0176304,-0.9802713,0.1677646,0.1030167
620,1.0068308,12.1122437,5.9755464,0.0182482,-0.9792471,0.1736432,0.1029090
630,1.0068308,12.1122437,5.9755464,0.0312001,-0.9590447,0.2561529,0.1168143
640,1.0068308,12.1122437,5.9755464,0.0342962,-0.9535148,0.2747028,0.1190447
660,1.0068308,12.1122437,5.9755464,0.0185852,-0.9748904,0.2032079,0.0891625
670,1.0068308,12.1122437,5.9755464,0.0154614,-0.9793111,0.1842813,0.0821654
690,0.8888657,12.1122437,5.2774959,0.0154614,-0.9793111,0.1842813,0.0821654
700,0.7244465,12.1122437,4.3045564,0.0154614,-0.9793111,0.1842813,0.0821654
710,0.5453841,12.1122437,3.3185370,0.0247342,-0.9669189,0.2320141,0.1030799
720,0.3289810,12.1122437,2.3394217,0.0273336,-0.9622740,0.2492995,0.1055053
730,0.1428433,12.1122437,1.3602751,0.0153395,-0.9759223,0.2049518,0.0730424
740,0.0600204,12.1122437,0.3472703,0.0037066,-0.9836327,0.1789915,0.0203691
750,0.0191411,12.1122437,-0.6393434,0.0037066,-0.9836327,0.1789915,0.0203691
760,-0.0226915,11.1017532,-1.6489673,0.0037066,-0.9836327,0.1789915,0.0203691
770,-0.0637765,10.1093235,-2.6405456,0.0037066,-0.9836327,0.1789915,0.0203691
780,-0.0922052,9.1130848,-3.6362481,0.0005669,0.9929757,-0.1182220,0.0047615
790,-0.0783952,8.5095949,-4.6361413,0.0000596,-0.9987744,0.0494803,0.0012033
800,-0.0982020,8.5095949,-5.6387100,0.0002575,-0.9997227,0.0194976,0.0132020
810,-0.1245919,8.5095949,-6.6377220,0.0002575,-0.9997227,0.0194977,0.0132020
820,-0.1510058,8.5095949,-7.6376414,0.0002575,-0.9997227,0.0194977,0.0132020
830,-0.1774382,8.5095949,-8.6382637,0.0002575,-0.9997227,0.0194977,0.0132020
840,-0.2039457,8.5095949,-9.6417255,0.0002575,-0.9997227,0.0194977,0.0132020
850,-0.2302791,8.5095949,-10.6385994,0.0002575,-0.9997227,0.0194977,0.0132020
860,-0.2567135,8.5095949,-11.6392927,0.0011868,-0.9958658,0.0898713,0.0131511
870,-0.2831876,8.5095949,-12.6414948,0.0014430,-0.9939241,0.1092725,0.0131254
880,-0.3095237,8.5095949,-13.6384706,0.0014430,-0.9939241,0.1092725,0.0131254
890,-0.3359748,8.5095949,-14.6398010,0.0014430,-0.9939241,0.1092725,0.0131254
900,-0.3624675,8.5095949,-15.6427059,0.0014430,-0.9939241,0.1092725,0.0131254
910,-0.3888044,8.5095949,-16.6397133,0.0014430,-0.9939241,0.1092725,0.0131254
920,-0.4153451,8.5095949,-17.6444340,0.0014430,-0.9939241,0.1092725,0.0131254
930,-0.4418461,8.5095949,-18.6476536,0.0014430,-0.9939241,0.1092725,0.0131254
940,-0.4681094,8.5095949,-19.6418724,0.0014430,-0.9939241,0.1092725,0.0131254
950,-0.4945308,8.5095949,-20.6420765,0.0014430,-0.9939241,0.1092725,0.0131254
960,-0.5209860,8.5095949,-21.6435604,0.0014430,-0.9939241,0.1092725,0.0131254
970,-0.5474123,8.5095949,-22.6439533,0.0014430,-0.9939241,0.1092725,0.0131254
980,-0.5738650,8.5095949,-23.6453419,0.0014430,-0.9939241,0.1092725,0.0131254
990,-0.6002800,8.5095949,-24.6453075,0.0014430,-0.9939241,0.1092725,0.0131254
1000,-0.6266418,8.5095949,-25.6432552,0.0014430,-0.9939241,0.1092725,0.0131254
1010,-1.2262092,8.5095949,-26.5517292,0.0182477,-0.9812934,0.1498146,0.1195234
1020,-1.4954019,8.5095949,-27.5186214,0.0258847,-0.9739479,0.1681886,0.1498936
1030,-1.8256373,7.8100014,-28.4563694,0.0314739,-0.9685260,0.1747428,0.1744469
1040,-2.1768382,6.8034430,-29.3996716,0.0312122,-0.9687871,0.1732898,0.1744939
1050,-2.5225377,5.8010569,-30.3405380,0.0155014,-0.9817095,0.0915643,0.1661988
1060,-2.8474617,4.8070297,-31.2799606,0.0069467,-0.9853500,0.0414103,0.1652951
1070,-3.1751373,4.1064167,-32.2273712,0.0111402,-0.9829029,0.0634866,0.1724736
1080,-3.5204906,4.1064167,-33.1654167,0.0126460,-0.9818776,0.0708190,0.1753316
1090,-3.8686390,4.1064167,-34.1091728,0.0126460,-0.9818776,0.0708190,0.1753316
1100,-4.1950154,4.1064167,-35.0498734,0.0112679,-0.9874470,0.0831426,0.1338241
1110,-4.6852856,4.1064167,-35.9962502,0.0048052,-0.9915166,0.1240872,0.0383957
1120,-5.6831646,4.1064167,-36.9943199,0.0077295,0.9878364,-0.1462688,0.0522014
1130,-5.4475741,4.1064167,-37.9646912,0.0225349,0.9759916,-0.1236317,0.1778983
1140,-5.0660291,4.1064167,-38.8890610,0.0203427,0.9737993,-0.0967243,0.2048060
1150,-4.1180425,4.1064167,-39.5711098,0.0149353,0.9809910,-0.0840817,0.1742523
1160,-2.8718009,4.1064167,-40.2690582,0.0067019,0.9930714,-0.0716270,0.0929185
1170,-1.7432142,4.1064167,-41.1048775,0.0029817,0.9969600,-0.0493920,0.0601848
1180,-1.1274908,4.1064167,-42.0353355,0.0029817,0.9969600,-0.0493921,0.0601848
1190,-1.0063690,4.1064167,-43.0348701,0.0029817,0.9969600,-0.0493921,0.0601848
1200,-0.8866215,4.1064167,-44.0230675,0.0029817,0.9969600,-0.0493921,0.0601848
1210,-0.7724760,4.1064167,-45.0229454,0.0025321,0.9974564,-0.0479169,0.0527095
1220,-0.6669092,4.2136354,-46.0190048,0.0025321,0.9974564,-0.0479169,0.0527095
1230,-0.5748974,5.0171962,-47.0112953,0.0016496,0.9983468,-0.0419574,0.0392499
1240,-0.4965504,5.0171962,-48.0061569,0.0016496,0.9983468,-0.0419574,0.0392499
1250,-0.4180006,5.0171962,-49.0035896,0.0016496,0.9983468,-0.0419574,0.0392499
1260,-0.3394721,5.0171962,-50.0007591,0.0016496,0.9983468,-0.0419574,0.0392499
1270,-0.2638281,5.0171962,-50.9987831,0.0010937,0.9985886,-0.0479713,0.0227663
1280,0.2157873,5.0171962,-52.0331879,0.0036531,-0.9963165,0.0643540,0.0565570
1290,0.4914974,5.0171962,-53.0708885,0.0042268,-0.9957618,0.0673186,0.0625214
1300,0.3825417,5.0171962,-54.0644188,0.0024942,-0.9971731,0.0644095,0.0386147
1310,0.3247863,5.0171962,-55.0650444,0.0014568,-0.9978290,0.0614466,0.0236576
1320,0.2772814,5.0171962,-56.0663109,0.0014568,-0.9978289,0.0614466,0.0236576
1330,0.2296995,5.0171962,-57.0691986,0.0014568,-0.9978289,0.0614467,0.0236576
1340,0.1991937,5.0171962,-58.0671425,0.0001891,-0.9989787,0.0449873,0.0042000
1350,0.2031045,5.0171962,-59.0666428,-0.0001322,0.9997597,0.0209952,0.0062942
1360,0.2159701,5.0171962,-60.0647469,-0.0005374,0.9975904,0.0689403,0.0077770
1370,0.2327927,5.0171962,-61.0665970,-0.0012649,0.9906559,0.1360679,0.0092091
1380,0.2511368,5.0171962,-62.0679550,-0.0010376,0.9910724,0.1330974,0.0077262
1390,0.2652252,5.0171962,-63.0669823,-0.0007451,0.9878457,0.1553639,0.0047373
1400,0.2724250,5.0171962,-64.0681534,-0.0000620,0.9777176,0.2099244,0.0002889
1410,0.2789317,5.0171962,-64.7727890,-0.0172098,0.9332135,0.3560645,0.0451054
1420,0.1420450,5.0171962,-64.5054855,-0.0647971,0.9351914,0.2437791,0.2485762
1430,-0.4625337,5.0171962,-63.7062149,-0.0521378,0.9135293,0.1240796,0.3838620
1440,-0.4625337,5.0171962,-63.7062149,-0.0291568,0.8577010,0.0489406,0.5109831
1450,-0.4625337,5.0171962,-63.7062149,-0.0268571,0.8579125,0.0450805,0.5111092
1460,-0.4625337,5.0171962,-63.7062149,-0.0730279,0.6932317,0.0709548,0.7134860
1470,-0.4625337,5.0171962,-63.7062149,-0.0856084,0.5894173,0.0630105,0.8008046
1480,-0.1986143,5.0171962,-62.9571953,-0.0657198,0.4789537,0.0359883,0.8746366
1490,-0.3609372,5.0171962,-61.5781860,0.0175099,0.2318340,-0.0041738,0.9725888
1500,-0.1138956,5.0171962,-60.5910339,0.0504407,0.1447999,-0.0073914,0.9881468
1510,0.1703936,5.0171962,-59.6418381,0.0504408,0.1447999,-0.0073914,0.9881468
1520,0.2841763,5.0171962,-58.6537857,0.0509795,-0.0014969,0.0000764,0.9986986
1530,0.2811716,5.0171962,-57.6514587,0.0509797,-0.0014969,0.0000764,0.9986986
1540,0.2904181,5.0171962,-56.6532059,0.0494809,0.0059938,-0.0002969,0.9987571
1550,0.3024296,5.0171962,-55.6524811,0.0494811,0.0059938,-0.0002969,0.9987571
1560,0.3144472,5.0171962,-54.6512680,0.0494812,0.0059938,-0.0002969,0.9987570
1570,0.3156526,5.6221862,-53.6466751,-0.0029974,-0.0134984,-0.0000405,0.9999044
1580,0.2796961,6.6200547,-52.6494637,-0.0224915,-0.0194927,-0.0004386,0.9995569
1590,0.2436785,7.3200536,-51.6492081,-0.0149960,-0.0119972,-0.0001799,0.9998156
1600,0.2296030,7.3200536,-50.6514282,0.0210008,0.0000011,-0.0000000,0.9997795
1610,0.2319957,7.3200536,-49.6500587,0.0239999,0.0030003,-0.0000720,0.9997075
1620,0.2496975,7.3200536,-48.6478539,0.0419780,0.0239777,-0.0010077,0.9988303
1630,0.3562917,7.3200536,-47.6537857,0.1030156,0.0760175,-0.0078962,0.9917393
1640,0.5403847,7.3200536,-46.6719208,0.1409738,0.1199739,-0.0172133,0.9825662
1650,0.8126060,7.2160754,-45.7045059,0.1559014,0.1723992,-0.0276453,0.9722186
1660,1.2507414,6.2179890,-44.8097000,0.1699796,0.2568682,-0.0459473,0.9502708
1670,1.7539068,5.2177248,-43.9452019,0.1616151,0.2529857,-0.0429068,0.9529102
1680,2.2399049,4.2157450,-43.0690079,0.1406780,0.2395144,-0.0350981,0.9600056
1690,3.5831692,3.2140441,-42.6203651,0.0940111,0.1943400,-0.0187148,0.9762396
1700,4.6564980,2.2170248,-41.9518204,0.0462724,0.0957501,-0.0044559,0.9943194
1710,4.8310952,1.2118515,-40.9620361,0.0344107,0.0704008,-0.0024300,0.9969221
1720,4.9623299,0.9162081,-39.9732552,-0.0014949,0.0494809,0.0000741,0.9987739
1730,5.0438657,0.9162081,-38.9721146,-0.0434548,0.0359593,0.0015651,0.9984068
1740,5.0963788,0.9162081,-37.9742088,-0.0494765,0.0000012,0.0000001,0.9987753
1750,5.0034523,0.9162081,-36.9771957,-0.0628117,-0.0673138,-0.0042462,0.9957437
1760,4.7494740,0.9162081,-36.0133591,-0.1059873,-0.1809189,-0.0196150,0.9775737
1770,4.3714285,0.9162081,-35.0888138,-0.1617163,-0.2156919,-0.0362476,0.9622946
1780,3.8668611,0.9162081,-34.2255135,-0.2929484,-0.2704522,-0.0867815,0.9129654
1790,3.7586708,0.9162081,-34.0594749,-0.2955543,-0.2715586,-0.0880360,0.9116761
1800,4.3425126,0.9162081,-33.6777954,-0.2955543,-0.2715586,-0.0880360,0.9116761
1810,5.2025385,0.9162081,-33.1676979,-0.1695307,-0.1995281,-0.0350720,0.9644780
1820,5.8359032,0.9162081,-31.9761658,-0.1269864,-0.1584831,-0.0205580,0.9789459
1830,6.4806061,0.9162081,-30.7175446,-0.1226968,-0.1526942,-0.0191088,0.9804412
1840,6.4028358,0.9162081,-29.6937923,-0.1203487,-0.1173505,-0.0143283,0.9856672
1850,6.1770029,0.9162081,-28.7131062,-0.1161059,-0.1026081,-0.0120600,0.9878490
1860,5.9775419,1.6121253,-27.7373734,-0.1146766,-0.0981790,-0.0113901,0.9884738
1870,5.7843571,1.8151479,-26.7512932,-0.1013949,-0.0908966,-0.0093035,0.9906414
1880,5.6065369,1.8151479,-25.7673092,-0.0940003,-0.0865018,-0.0081986,0.9917733
1890,5.4346714,2.0207312,-24.7737427,-0.0865817,-0.0835832,-0.0072899,0.9927056
1900,5.2629814,3.0141795,-23.7952518,-0.0433022,-0.0912852,-0.0039732,0.9948750
1910,5.0678239,4.0297675,-22.7986259,-0.0074576,-0.1033116,-0.0007746,0.9946208
1920,4.8414059,4.6190405,-21.8396378,0.0148827,-0.1256520,0.0018852,0.9919609
1930,4.0048718,4.6190405,-21.0260792,0.0430928,-0.1344623,0.0058531,0.9899639
1940,2.7904544,4.6190405,-20.3176823,0.0657300,-0.0822264,0.0054350,0.9944289
1950,1.7523708,4.6190405,-19.3478146,0.0719167,0.0254318,-0.0018343,0.9970847
1960,1.3058383,4.6190405,-18.3311176,0.0704212,0.0254345,-0.0017962,0.9971914
1970,1.0430301,4.6190405,-17.3273640,0.0614637,-0.0014965,0.0000922,0.9981082
1980,0.2175071,4.6190405,-16.3371468,0.0060020,-0.0134987,0.0000810,0.9998909
1990,0.1948938,4.6190405,-15.3438148,-0.0104967,-0.0104986,-0.0001102,0.9998898
2000,0.1738895,4.6190405,-14.3436995,-0.0104967,-0.0104986,-0.0001102,0.9998898
2010,0.1528761,4.6190405,-13.3431473,-0.0104967,-0.0104986,-0.0001102,0.9998898
2020,0.1315998,4.6190405,-12.3444347,-0.0104956,-0.0179975,-0.0001889,0.9997829
2030,0.0320065,4.6190405,-11.3506823,0.0074711,-0.0913693,0.0006855,0.9957888
2040,-0.2087247,4.6190405,-10.3787584,0.0177954,-0.1508961,0.0027168,0.9883857
2050,-0.6131139,4.6190405,-9.4629631,0.0189833,-0.2289069,0.0044648,0.9732530
2060,-1.0599943,4.6190405,-8.5715466,0.0189767,-0.2303665,0.0044933,0.9729086
2070,-1.5128345,4.6190405,-7.6689167,0.0189767,-0.2303665,0.0044933,0.9729086
2080,-1.9523387,4.6190405,-6.7787819,0.0191542,-0.1878404,0.0036639,0.9820060
2090,-2.2741597,4.6190405,-5.8322439,0.0237363,-0.1479115,0.0035510,0.9887093
2100,-2.5495801,4.6190405,-4.8606105,0.0342093,-0.1285654,0.0044376,0.9911009
2110,-2.7997653,4.6190405,-3.8996682,0.0387054,-0.1211085,0.0047260,0.9918731
2120,-3.0081329,4.6190405,-2.9208658,0.0507743,-0.0897611,0.0045820,0.9946577
2130,-3.1616480,4.6190405,-1.9316964,0.0553423,-0.0688386,0.0038247,0.9960843
2140,-3.2920098,4.6190405,-0.9378363,0.0613745,-0.0538713,0.0033174,0.9966545
2150,-3.3994663,4.6190405,0.0532632,0.0613745,-0.0538713,0.0033174,0.9966544
2160,-3.5073214,4.6190405,1.0480402,0.0613745,-0.0538714,0.0033174,0.9966544
2170,-3.6151676,4.6190405,2.0427330,0.0613745,-0.0538715,0.0033174,0.9966544
2180,-3.7287660,4.6190405,3.0384116,0.0867125,-0.0642113,0.0056007,0.9941461
2190,-3.8689847,4.6190405,4.0307922,0.1000519,-0.0745515,0.0075180,0.9921569
2200,-4.0265040,4.6190405,5.0168238,0.1089128,-0.0819127,0.0090057,0.9906297
2210,-4.2145109,5.4110193,6.0006638,0.1293960,-0.1053948,0.0138330,0.9858789
2220,-4.4426823,6.4121494,6.9753418,0.1555799,-0.1255807,0.0199446,0.9796054
2230,-4.7052464,7.4128051,7.9409213,0.1671583,-0.1326612,0.0227044,0.9767004
2240,-4.8484545,8.1159391,8.9302759,0.1937684,0.0044150,-0.0008720,0.9810370
2250,-4.8264203,8.1159391,9.9229345,0.2360555,0.0393431,-0.0095655,0.9708957
2260,-5.2951932,8.1159391,11.1902065,0.2641088,0.2371081,-0.0671569,0.9324785
2270,-5.6987243,8.1159391,12.5554152,0.2641088,0.2371081,-0.0671569,0.9324785
2280,-6.0742989,8.1159391,13.9115429,0.2752636,0.3247392,-0.0993887,0.8993866
2290,-6.4970231,8.1159391,14.9013567,0.2720779,0.4922545,-0.1653188,0.8101413
2300,-6.8448524,8.1159391,15.8438053,0.2520452,0.5575756,-0.1826145,0.7695678
2310,-7.1554203,8.1159391,16.7911282,0.2520452,0.5575756,-0.1826145,0.7695678
2320,-7.0850840,8.1159391,17.7248745,0.0856775,0.8935277,-0.1932579,0.3961301
2330,-6.9815578,8.1159391,19.0792503,0.0656248,0.9153666,-0.1665739,0.3606251
2340,-6.9324665,8.1159391,20.4890690,0.0656248,0.9153666,-0.1665739,0.3606251
2350,-6.6664858,8.1159391,21.8786678,0.0145062,0.9801723,-0.1814066,0.0783797
2360,-5.7970934,8.1159391,22.9683781,0.0097592,0.9813814,-0.1846775,0.0518605
2370,-4.8956966,8.1159391,24.0834942,0.0097592,0.9813814,-0.1846776,0.0518605
2380,-3.8842864,8.1159391,25.0315819,0.0197159,-0.9781852,0.1749760,0.1102198
2390,-3.4027965,8.1159391,25.9420242,0.0354954,-0.9644526,0.1799947,0.1901926
2400,-2.8392451,8.1159391,26.7685928,0.0722339,-0.9085810,0.1766293,0.3715710
2410,-2.1261570,8.1159391,27.4550056,0.0790657,-0.8934025,0.1736786,0.4067142
2420,-1.4786665,8.1159391,28.2447968,0.0707865,-0.9013312,0.1612291,0.3957229
2430,-1.5657855,8.1159391,29.5127010,0.0063596,-0.9935533,0.0731648,0.0863618
2440,-0.7258247,8.1159391,30.4993935,0.0012227,0.9986101,-0.0269759,0.0452638
2450,0.1643735,9.0070982,31.5807610,0.0012308,0.9983969,-0.0239731,0.0512586
2460,1.0681533,10.0111675,32.6758080,0.0010255,0.9987278,-0.0449801,0.0227706
2470,2.0427918,11.0075064,33.6932869,0.0002948,0.9980976,-0.0614676,0.0047865
2480,3.0387311,12.0107107,34.7037010,0.0002223,0.9977168,-0.0674556,0.0032881
2490,4.0807781,13.0092039,35.6554832,0.0043078,-0.9937831,0.1032327,0.0414692
2500,5.0763822,14.0082808,35.5722427,0.0043078,-0.9937831,0.1032327,0.0414692
2510,6.0731177,15.0093040,35.4798889,0.0056380,-0.9918566,0.1180957,0.0473519
2520,7.0701094,16.0108509,35.3844795,0.0057090,-0.9916783,0.1195833,0.0473434
2530,8.0678482,17.0131474,35.2889938,0.0057090,-0.9916783,0.1195833,0.0473434
2540,9.0727882,18.0226841,35.1928253,0.0057090,-0.9916783,0.1195833,0.0473434
2550,10.0620289,19.0164452,35.0981522,0.0068435,-0.9885230,0.1433469,0.0471928
2560,11.0539303,20.0144596,34.9887276,0.0117973,-0.9842623,0.1608678,0.0721815
2570,12.0212812,21.0160427,34.7362442,0.0297750,-0.9699297,0.1825244,0.1582236
2580,12.9644203,22.0199242,34.3925323,0.0348706,-0.9649333,0.1936014,0.1737993
2590,13.9071436,23.0258617,34.0415421,0.0348706,-0.9649333,0.1936014,0.1737993
2600,14.8454552,24.0297050,33.6850700,0.0409309,-0.9589611,0.1909074,0.2056032
2610,15.9566479,25.0172329,33.6738205,0.0484216,-0.9502936,0.1906644,0.2413389
2620,17.3148746,26.0182781,34.0730553,0.0497257,-0.9489896,0.1933662,0.2440405
2630,18.6735001,27.0184784,34.4666595,0.0497257,-0.9489896,0.1933662,0.2440405
2640,20.0398579,28.0243683,34.8625069,0.0497257,-0.9489896,0.1933662,0.2440405
2650,21.4091454,29.0326118,35.2601738,0.0502928,-0.9488994,0.1992850,0.2394701
2660,22.7556000,30.0281200,35.6714516,0.0500496,-0.9493134,0.2008592,0.2365475
2670,24.1143475,31.0328903,36.0872803,0.0500496,-0.9493134,0.2008592,0.2365475
2680,25.4646835,32.0314369,36.5005379,0.0500496,-0.9493134,0.2008592,0.2365475
2690,26.8144760,33.0295753,36.9136238,0.0500496,-0.9493134,0.2008592,0.2365475
2700,28.1873531,34.0296593,37.2425156,0.0780157,-0.9151830,0.2152579,0.3316891
2710,29.6018620,35.0318451,37.2101936,0.1142634,-0.8662584,0.2313792,0.4277895
2720,30.9822903,36.0303345,36.9166222,0.1312044,-0.8412645,0.2355541,0.4685870
2730,32.3640556,37.0340576,36.5916214,0.1312044,-0.8412645,0.2355541,0.4685870
2740,33.7271347,38.0297928,36.2416000,0.1554235,-0.8039014,0.2394646,0.5217688
2750,34.8268089,39.0301323,36.1781197,0.2160236,-0.7151438,0.2509705,0.6155623
2760,35.8258057,40.0311775,36.2042618,0.2528854,-0.6515704,0.2452603,0.6718277
2770,36.8249741,41.0308189,36.1736717,0.2528854,-0.6515704,0.2452603,0.6718277
2780,37.8942490,42.0325089,36.9947510,0.2887947,-0.5690712,0.2230228,0.7368965
2790,39.1702538,43.0326653,37.6010246,0.3311559,-0.5018964,0.2160608,0.7692551
2800,40.2867470,44.0330315,37.6363678,0.3461393,-0.4902172,0.2206902,0.7688761
2810,41.2527161,45.0349770,37.4129372,0.2880856,-0.6646460,0.3112893,0.6151028
2820,42.1949997,46.0437698,37.7412071,0.2204666,-0.7756470,0.3718258,0.4599041
2830,43.4106598,47.0454712,37.6059265,0.2204666,-0.7756470,0.3718258,0.4599041
2840,44.7710342,48.0460930,37.2165451,0.2047183,-0.7919058,0.3636756,0.4457753
2850,46.1389389,49.0369873,36.9126282,0.1860329,-0.8102118,0.3473492,0.4339323
2860,47.5350227,50.0367012,36.6926231,0.1429818,-0.8498638,0.2939631,0.4133685
2870,48.9560661,51.0484886,36.5250893,0.1419225,-0.8509232,0.2929013,0.4123066
2880,50.3634796,52.0505257,36.3596497,0.1419225,-0.8509232,0.2929013,0.4123066
2890,51.7560043,53.0419655,36.1959686,0.1419225,-0.8509232,0.2929013,0.4123066
2900,53.1641273,54.0434570,36.0441322,0.1236196,-0.8656406,0.2621059,0.4082709
2910,54.5707855,54.6453552,35.9086685,0.1236196,-0.8656406,0.2621059,0.4082709
2920,55.9775658,54.6453552,35.7731895,0.1236196,-0.8656406,0.2621059,0.4082709
2930,56.5406876,54.6453552,35.7189636,0.1236196,-0.8656406,0.2621059,0.4082709
2975,56.5406876,54.6453552,35.7189636,0.1236196,-0.8656406,0.2621059,0.4082709
