frame,px,py,pz,qx,qy,qz,qw
580,13.1922264,2.2085268,1.3565372,0.1727258,0.0664309,-0.0116768,0.9826578
590,12.6922064,2.2085268,1.4050882,0.1685040,-0.0458166,0.0078410,0.9846044
600,12.6922064,2.2085268,1.4050882,0.0760170,-0.3413048,0.0277053,0.9364640
610,11.9751778,2.2085268,1.9490278,0.0460138,-0.5575764,0.0309756,0.8282704
620,11.1774282,2.2085268,1.9426432,0.0255164,-0.6724089,0.0232053,0.7393759
630,10.1248484,2.2085268,1.3111901,0.0150144,-0.6988468,0.0146759,0.7149633
640,9.1113567,2.2085268,0.9247570,0.0085288,-0.7032283,0.0084372,0.7108629
650,8.1074495,2.2085268,0.4283104,-0.0105699,-0.7095688,-0.0106463,0.7044765
660,7.1070600,2.2085268,0.4162916,-0.0536850,-0.7096773,-0.0543985,0.7003692
670,6.1056995,2.2085268,0.4003670,-0.0848775,-0.7086003,-0.0865232,0.6951225
680,5.5062695,2.2085268,0.3888551,-0.1295054,-0.7015499,-0.1320164,0.6882061
690,5.5062695,2.2085268,0.3888551,-0.1618484,-0.6926076,-0.1639994,0.6835233
700,6.3065214,2.2085268,0.3970201,-0.1641473,-0.6910872,-0.1658307,0.6840719
710,7.3150363,2.2085268,0.4073101,-0.1641473,-0.6910872,-0.1658307,0.6840719
720,7.6132350,2.2085268,0.4103526,-0.1641473,-0.6910872,-0.1658307,0.6840719
730,7.6132350,2.2085268,0.4103526,-0.1953435,-0.6808966,-0.1961662,0.6780410
740,7.6132350,2.7030625,0.4103526,-0.2169275,-0.6733724,-0.2171884,0.6725633
750,7.6132350,3.7058587,0.4103526,-0.1918473,-0.6865524,-0.1955670,0.6734939
760,7.6132350,4.7107821,0.4103526,-0.1446057,-0.7129524,-0.1542010,0.6685882
770,7.6132350,5.7176042,0.4103526,-0.0869227,-0.7164893,-0.0907615,0.6861851
780,7.6132350,6.7148638,0.4103526,-0.0360708,-0.7253512,-0.0381191,0.6863757
790,7.6132350,7.7238431,0.4103526,0.0184936,-0.7281454,0.0196616,0.6848910
800,7.6132350,8.7191219,0.4103526,0.0675043,-0.7447435,0.0762252,0.6595378
810,7.6132350,9.7197199,0.4103526,0.0684936,-0.7446283,0.0773423,0.6594357
820,7.6132350,10.7245073,0.4103526,0.0684936,-0.7446283,0.0773423,0.6594357
830,7.6132350,11.7256145,0.4103526,0.0858614,-0.7384561,0.0957897,0.6619176
840,8.5105696,12.7219629,0.4797871,0.1490181,-0.7062123,0.1560671,0.6743152
850,9.5158749,13.7275286,0.4702070,0.1613988,-0.6819555,0.1582346,0.6955925
860,10.5134249,14.7252693,0.4507373,0.1622030,-0.6827598,0.1595009,0.6943262
870,11.5165453,15.7285328,0.4338852,0.1757108,-0.6795199,0.1727838,0.6910313
880,12.5017290,16.7138557,0.4173349,0.1860565,-0.6768518,0.1829572,0.6883178
890,13.1230326,17.5315895,0.4068976,0.1860565,-0.6768518,0.1829572,0.6883178
900,12.7244043,17.6220837,0.4135941,0.1860565,-0.6768518,0.1829572,0.6883178
910,11.7111521,18.6354752,0.4306158,0.1891521,-0.6760216,0.1860012,0.6874735
920,10.7151651,19.6316013,0.4473473,0.1891521,-0.6760216,0.1860012,0.6874735
930,9.7157497,20.2251606,0.4641364,0.1891521,-0.6760216,0.1860012,0.6874735
940,8.7194214,20.2251606,0.4796856,0.1998769,-0.6749105,0.1977304,0.6822373
950,8.2145720,20.2251606,0.4851369,0.2029450,-0.6740139,0.2007655,0.6813310
960,8.2145720,19.6312313,0.4851369,0.2029450,-0.6740139,0.2007655,0.6813310
970,8.2145720,18.6281567,0.4851369,0.1927853,-0.6505700,0.1758533,0.7132097
980,8.2145720,17.6318855,0.4851369,0.1657666,-0.5278497,0.1059006,0.8262452
990,8.2145720,16.6279163,0.4851369,0.1556617,-0.5093409,0.0942629,0.8411039
1000,8.2145720,15.6291971,0.4851369,0.1486211,-0.5051047,0.0887850,0.8455166
1010,8.2145720,14.6332264,0.4851369,0.1462147,-0.5040991,0.0870501,0.8467157
1020,8.2145720,13.6274567,0.4851369,0.1387122,-0.5035897,0.0823019,0.8487537
1030,7.6049662,12.6364326,0.8180060,0.1374390,-0.5037125,0.0815465,0.8489608
1040,6.8969069,11.6369152,1.2046343,0.1348915,-0.5039549,0.0800350,0.8493692
1050,6.6773224,10.6407890,0.7541767,0.0860521,-0.5317923,0.0544310,0.8407314
1060,6.6773224,10.6407890,0.7541767,0.0594743,-0.5345066,0.0377446,0.8422238
1070,6.6773224,10.6407890,0.7541767,0.0512132,-0.6059119,0.0391349,0.7929165
1080,6.5136552,10.6407890,-0.1345497,0.0533735,-0.6509704,0.0459689,0.7558278
1090,6.5136552,10.6407890,-0.1345497,0.1149735,-0.4004472,0.0507246,0.9076619
1100,6.5136552,9.6307831,-0.1345497,0.1152758,-0.3949941,0.0500339,0.9100482
1110,6.1432586,8.8394508,0.2117560,0.0892962,-0.3962595,0.0387578,0.9129636
1120,5.4131079,8.8394508,0.8816959,0.0846229,-0.4100849,0.0382479,0.9073073
1130,4.6583238,8.8394508,1.5460972,0.0846229,-0.4100845,0.0382478,0.9073074
1140,3.9041886,8.1363668,2.2099280,0.0846229,-0.4100845,0.0382478,0.9073074
1150,3.2212188,7.9413495,2.9196362,0.0854555,-0.3085616,0.0278455,0.9469487
1160,2.6283944,7.9413495,3.7273972,0.0738969,-0.3651147,0.0290877,0.9275692
1170,1.7690231,7.9413495,4.2245989,0.0258861,-0.5693009,0.0179386,0.8215258
1180,0.8037539,7.9413495,4.4953241,0.0213515,-0.6117074,0.0165198,0.7906233
1190,-0.1733190,7.9413495,4.7347627,0.0245286,-0.6269250,0.0197543,0.7784429
1200,-1.1477147,7.9413495,4.9262524,0.0361672,-0.6563689,0.0315296,0.7529128
1210,-2.1498961,7.9413495,4.9930468,0.0445814,-0.7207131,0.0465503,0.6902305
1220,-3.1463997,7.9413495,4.9499679,0.0456167,-0.7206429,0.0476314,0.6901625
1230,-4.1460438,7.9413495,4.8948140,0.0404525,-0.7647397,0.0482422,0.6412562
1240,-5.0419254,7.9413495,4.4608674,0.0212914,-0.8879673,0.0413201,0.4575514
1250,-5.7271299,7.9413495,3.7404816,0.0126605,-0.9526161,0.0400333,0.3012635
1260,-6.2981105,7.9413495,2.9280272,0.0126605,-0.9526161,0.0400333,0.3012635
1270,-6.8732190,7.9413495,2.1096988,0.0126605,-0.9526161,0.0400333,0.3012635
1280,-7.4854040,7.9413495,1.3087522,0.0126453,-0.9452270,0.0368824,0.3240766
1290,-8.0328550,8.5588989,0.6042308,0.0126453,-0.9452270,0.0368824,0.3240766
1300,-7.4912872,9.5346670,0.1845213,0.0111611,-0.9500886,0.0342178,0.3098972
1310,-6.6652579,10.5316496,-0.3734909,0.0017059,-0.9587125,0.0057522,0.2843140
1320,-5.8179059,11.5424166,-0.9245310,-0.0008530,-0.9587254,-0.0028763,0.2843179
1330,-5.3913641,12.5463781,-1.2019148,-0.0012536,-0.9604086,-0.0043220,0.2785588
1340,-4.4646974,13.5450745,-1.5599767,-0.0022904,-0.9881620,-0.0148237,0.1526793
1350,-3.5908227,14.5450993,-1.0248806,0.0532771,-0.8521989,0.0885188,0.5129163
1360,-2.6144350,15.5667334,-0.7406533,0.1411158,-0.7387122,0.1632524,0.6385447
1370,-1.6291864,16.5582333,-0.7747170,0.2509000,-0.6157762,0.2160925,0.7149636
1380,-0.5110846,17.5665321,-0.1335780,0.2558437,-0.6123254,0.2190170,0.7152854
1390,0.6558563,18.5689964,0.3342731,0.3082430,-0.5269598,0.2129232,0.7628652
1400,1.2366909,19.5681782,-0.9538928,0.3082430,-0.5269598,0.2129232,0.7628652
1410,1.9392157,20.5762691,-1.9522871,0.2363253,-0.5688684,0.1750381,0.7680500
1420,2.8748453,21.5562038,-2.2435536,0.1694423,-0.5772015,0.1239327,0.7891569
1430,4.0056252,22.5619431,-1.9561703,0.2351898,-0.5916708,0.1859479,0.7483548
1440,4.9176798,23.5663357,-2.4630582,0.2475053,-0.5885222,0.1956848,0.7443724
1450,5.6583099,24.5650158,-3.6656346,0.2589491,-0.5844094,0.2041021,0.7414536
1460,6.3283114,25.5704155,-4.9163566,0.3010142,-0.5050687,0.1935784,0.7853811
1470,7.1528969,25.6676102,-5.5101480,0.3010143,-0.5050687,0.1935785,0.7853811
1480,8.3604088,25.6676102,-5.2877707,0.3013044,-0.5038900,0.1931268,0.7861378
1490,9.6935816,25.6676102,-4.7941599,0.3013044,-0.5038900,0.1931268,0.7861378
1500,11.0110550,25.6676102,-4.3063617,0.3013044,-0.5038900,0.1931268,0.7861378
1510,12.3457785,25.6676102,-3.8121755,0.3013044,-0.5038900,0.1931268,0.7861378
1520,13.6674538,25.6676102,-3.3228214,0.3013044,-0.5038900,0.1931268,0.7861378
1530,14.9928856,25.6676102,-2.8216007,0.2768888,-0.5175021,0.1816070,0.7890141
1540,16.2972145,25.6676102,-2.2765427,0.2449998,-0.5448133,0.1703251,0.7836727
1550,17.3665962,25.6676102,-2.2351451,0.2373569,-0.5542928,0.1687358,0.7797111
1560,18.3130684,25.6676102,-2.5618739,0.2371035,-0.5554618,0.1690917,0.7788788
1570,19.2549973,25.6676102,-2.8863983,0.2371035,-0.5554618,0.1690917,0.7788788
1580,20.1995544,25.6676102,-3.2118280,0.2371035,-0.5554618,0.1690917,0.7788788
1590,21.1497593,25.6676102,-3.5177207,0.2391150,-0.5843575,0.1855787,0.7529349
1600,22.1247902,25.6676102,-3.7504468,0.2463281,-0.5929775,0.1971674,0.7408273
1610,22.9481544,25.6676102,-4.6488056,0.2493594,-0.5931934,0.2002083,0.7388222
1620,23.7088490,25.6676102,-5.8418784,0.2488477,-0.5912728,0.1985726,0.7409726
1630,24.4022369,25.6676102,-7.0713730,0.2415142,-0.5556028,0.1727844,0.7766093
1640,24.9840298,25.6676102,-8.3547010,0.2353724,-0.5423319,0.1615462,0.7901765
1650,25.4759121,25.6676102,-9.6799278,0.2444150,-0.4952052,0.1475085,0.8205330
1660,25.8612251,25.6676102,-11.0501356,0.2439282,-0.4772534,0.1398263,0.8325724
1670,26.2160816,25.6676102,-12.4337492,0.2443466,-0.4747535,0.1390939,0.8340004
1680,26.5466404,26.1654205,-13.7832680,0.2548007,-0.4632564,0.1410238,0.8370080
1690,26.8306999,27.1648521,-15.1677141,0.2775071,-0.4447130,0.1471294,0.8387926
1700,27.0711784,28.1652317,-16.5616150,0.2911283,-0.4227401,0.1455107,0.8457906
1710,27.2309895,29.1676884,-17.9698696,0.3062713,-0.3916619,0.1400923,0.8562553
1720,27.3305454,30.1755009,-19.3916416,0.3064811,-0.3903770,0.1396328,0.8568417
1730,27.4112988,31.1685467,-20.7936077,0.3111276,-0.3770742,0.1361519,0.8616712
1740,27.4262066,32.1705704,-22.2104111,0.3417747,-0.3507682,0.1392915,0.8606681
1750,27.3836403,33.1716232,-23.6254063,0.3569823,-0.3344777,0.1386660,0.8610808
1760,27.2998600,34.1635284,-25.0255928,0.3614166,-0.3224200,0.1348021,0.8644373
1770,27.1723900,35.1633492,-26.4337101,0.3658083,-0.3103299,0.1308425,0.8676174
1780,27.0161209,36.1666374,-27.8439159,0.3536901,-0.3057014,0.1235240,0.8753238
1790,26.8544712,37.1663628,-29.2484703,0.3538750,-0.3043881,0.1229934,0.8757814
1800,26.4308777,38.1678581,-30.3344173,0.3442731,-0.2887944,0.1121816,0.8862783
1810,25.2121277,39.1667519,-30.3583794,0.3429433,-0.2889624,0.1117483,0.8867937
1820,24.5423470,39.9680748,-29.6090660,0.3432770,-0.2863005,0.1107189,0.8876566
1830,23.9572315,39.9680748,-28.7953300,0.3442596,-0.2783000,0.1076250,0.8901973
1840,23.4209824,39.9680748,-27.9493885,0.3513713,-0.2510328,0.0983810,0.8965724
1850,22.9007034,39.9680748,-27.0838165,0.3516648,-0.2483419,0.0973265,0.8973214
1860,22.3993835,39.9680748,-26.2291317,0.3648469,-0.2243057,0.0910265,0.8990483
1870,21.9507504,39.7707291,-25.3286972,0.3816660,-0.2026283,0.0861502,0.8976920
1880,21.5223083,38.7733192,-24.4279957,0.3816660,-0.2026283,0.0861502,0.8976920
1890,21.0916576,37.7707748,-23.5226593,0.3816660,-0.2026283,0.0861502,0.8976920
1900,20.6583672,36.7620773,-22.6117668,0.3816660,-0.2026283,0.0861502,0.8976920
1910,20.2371674,35.7645149,-21.7074986,0.3808274,-0.1973641,0.0835627,0.8994638
1920,19.8163929,34.7595406,-20.7948494,0.3808274,-0.1973641,0.0835627,0.8994638
1930,19.3938789,33.7504005,-19.8784218,0.3808274,-0.1973641,0.0835627,0.8994638
1940,18.9782848,32.7578049,-18.9770069,0.3808274,-0.1973641,0.0835627,0.8994638
1950,18.5599861,31.7587433,-18.0697269,0.3808274,-0.1973641,0.0835627,0.8994638
1960,18.1404362,30.7566891,-17.1597347,0.3808274,-0.1973641,0.0835627,0.8994638
1970,17.7171421,29.7456818,-16.2416058,0.3808274,-0.1973641,0.0835627,0.8994638
1980,17.2970505,28.7423325,-15.3304348,0.3808274,-0.1973641,0.0835627,0.8994638
1990,16.8247929,27.7411957,-14.4489603,0.3001950,-0.2656935,0.0874614,0.9119432
2000,16.2791061,26.7471733,-13.6181536,0.2647249,-0.2812153,0.0810200,0.9188440
2010,15.7147093,25.7432194,-12.7878685,0.2575887,-0.2845761,0.0796818,0.9199540
2020,15.1476030,24.7388573,-11.9589348,0.2575887,-0.2845761,0.0796818,0.9199540
2030,14.5872355,23.7321796,-11.1227560,0.2564269,-0.2654175,0.0734594,0.9265002
2040,14.0723686,23.2265663,-10.2707615,0.2405163,-0.2555063,0.0657890,0.9340987
2050,13.5638390,23.2265663,-9.4107513,0.2391149,-0.2556047,0.0654057,0.9344584
2060,13.0498428,23.2265663,-8.5514688,0.2653168,-0.2578074,0.0738577,0.9261141
2070,12.5318737,22.3284245,-7.6897354,0.2930990,-0.2540992,0.0811181,0.9181212
2080,12.0354223,21.3242931,-6.8174734,0.2682822,-0.1948386,0.0555021,0.9417973
2090,11.7354984,20.3344612,-5.8751259,0.2151994,-0.1342781,0.0298878,0.9668327
2100,11.4627314,20.0285816,-4.9120750,0.2151994,-0.1342781,0.0298878,0.9668327
2110,11.1971340,20.0285816,-3.9424121,0.2343390,-0.1235569,0.0300416,0.9638031
2120,10.9342813,20.0285816,-2.9791398,0.3200434,-0.1483875,0.0508284,0.9343286
2130,10.5841742,20.0285816,-2.0344620,0.3851255,-0.1942926,0.0832960,0.8983266
2140,10.1485949,20.0285816,-1.1110607,0.3534996,-0.2307985,0.0904523,0.9019914
2150,9.5327206,20.0285816,-0.3530867,0.3211964,-0.3916267,0.1480864,0.8494303
2160,8.7821312,20.0285816,0.3090903,0.3073527,-0.3418345,0.1193883,0.8800170
2170,8.2631407,20.0285816,1.1635844,0.2682800,-0.2172904,0.0622508,0.9364484
2180,7.8236771,19.3277950,2.0553844,0.2679017,-0.2229051,0.0638594,0.9351278
2190,7.3071680,18.3178749,2.9211690,0.2140985,-0.3293300,0.0769416,0.9163971
2200,6.6316056,18.0294151,3.6551437,0.1346035,-0.3679211,0.0539189,0.9184818
2210,5.9787879,18.0294151,4.3680811,0.0519873,-0.3489287,0.0193904,0.9355053
2220,5.3428555,18.0294151,5.1273985,0.0226454,-0.3324501,0.0079851,0.9428152
2230,4.7314005,18.0294151,5.9083991,0.0085366,-0.3211921,0.0028954,0.9469712
2240,4.1253939,18.0294151,6.6989722,0.0071161,-0.3211962,0.0024136,0.9469829
2250,3.5169892,18.3289070,7.4926729,0.0071161,-0.3211962,0.0024136,0.9469829
2260,2.8842077,19.3365707,8.2759380,-0.0013681,-0.3898802,-0.0005792,0.9208645
2270,2.0661213,19.7384415,8.8470545,0.0166761,-0.5191757,0.0101327,0.8544447
2280,1.1726542,19.7384415,9.2832603,0.0216823,-0.5267735,0.0134432,0.8496228
2290,0.2838090,19.7384415,9.7463131,0.0179904,-0.5165942,0.0108575,0.8559725
2300,-0.5986221,19.7384415,10.2111053,0.0179904,-0.5165942,0.0108575,0.8559725
2310,-1.3458914,19.7384415,10.8516102,0.0316348,-0.2853192,0.0094231,0.9578640
2320,-1.6219429,19.7384415,11.2738714,0.0415385,-0.2966734,0.0129177,0.9539877
2330,-1.6219429,19.7384415,11.2738714,0.0514557,-0.3022369,0.0163410,0.9517028
2347,-1.6219429,19.7384415,11.2738714,0.0514557,-0.3022369,0.0163410,0.9517028
