frame,px,py,pz,qx,qy,qz,qw
600,7.2280760,0.0000000,0.0164291,0.0042476,-0.7064583,0.0042399,0.7077293
610,6.2332706,0.0000000,0.0182174,0.0042476,-0.7064583,0.0042399,0.7077293
620,5.2269802,0.0000000,0.0200263,0.0042476,-0.7064583,0.0042399,0.7077293
630,4.2290263,0.0000000,0.0218203,0.0042476,-0.7064583,0.0042399,0.7077293
640,3.2278144,0.0000000,0.0236201,0.0042476,-0.7064583,0.0042399,0.7077293
650,2.2227416,0.0000000,0.0254268,0.0042476,-0.7064583,0.0042399,0.7077293
660,1.2306064,0.0000000,0.0272103,0.0042476,-0.7064583,0.0042399,0.7077293
670,0.2282764,0.0000000,0.0290121,0.0042476,-0.7064583,0.0042399,0.7077293
680,-0.7801049,0.0000000,0.0308248,0.0042476,-0.7064583,0.0042399,0.7077293
690,-1.7710649,0.0000000,0.0326061,0.0042476,-0.7064583,0.0042399,0.7077293
700,-2.7812254,0.0000000,0.0344220,0.0042476,-0.7064583,0.0042399,0.7077293
710,-3.7752957,0.0000000,0.0362090,0.0042476,-0.7064583,0.0042399,0.7077293
720,-4.7735481,0.0000000,0.0380035,0.0042476,-0.7064583,0.0042399,0.7077293
730,-5.7729802,0.0000000,0.0398001,0.0042476,-0.7064583,0.0042399,0.7077293
740,-6.7754149,0.0000000,0.0416020,0.0042476,-0.7064583,0.0042399,0.7077293
750,-7.7744093,0.0000000,0.0433979,0.0042476,-0.7064583,0.0042399,0.7077293
760,-8.7775011,0.0000000,0.0452010,0.0042476,-0.7064583,0.0042399,0.7077293
770,-9.7729101,0.0000000,0.0469904,0.0042476,-0.7064583,0.0042399,0.7077293
780,-10.7741089,0.0000000,0.0487902,0.0042476,-0.7064583,0.0042399,0.7077293
790,-11.4762936,0.0000000,0.0500524,0.0042476,-0.7064583,0.0042399,0.7077293
833,-11.4762936,0.0000000,0.0500524,0.0042476,-0.7064583,0.0042399,0.7077293
